Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2016,,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2016,,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2016,,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2016,,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2016,,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2016,,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2016,,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2016,,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2016,,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.5
2016,,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2016,,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2016,Early neonatal,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2016,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2016,Early neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2016,Early neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2016,Early neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.6
2016,Early neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2016,Early neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2016,Early neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2016,Early neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.5
2016,Early neonatal,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2016,Early neonatal,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2016,Late neonatal,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2016,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2016,Late neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2016,Late neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2016,Late neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.6
2016,Late neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2016,Late neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.4
2016,Late neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2016,Late neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2016,Late neonatal,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2016,Late neonatal,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2017,,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2017,,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2017,,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2017,,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2017,,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2017,,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.1
2017,,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2017,,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2017,,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.1
2017,,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2017,,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2017,Early neonatal,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2017,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2017,Early neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2017,Early neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,1.6
2017,Early neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.0
2017,Early neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2017,Early neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.4
2017,Early neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2017,Early neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.1
2017,Early neonatal,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2017,Early neonatal,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2017,Late neonatal,,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2017,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2017,Late neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2017,Late neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2017,Late neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2017,Late neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2017,Late neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.6
2017,Late neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2017,Late neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2017,Late neonatal,,,England and Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2017,Late neonatal,,,England and Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2018,,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2018,,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2018,,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2018,,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2018,,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2018,,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2018,,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2018,,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.6
2018,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2018,Early neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2018,Early neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2018,Early neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.4
2018,Early neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2018,Early neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2018,Early neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2018,Early neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.6
2018,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2018,Late neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2018,Late neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2018,Late neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.3
2018,Late neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2018,Late neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.4
2018,Late neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2018,Late neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2019,,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2019,,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2019,,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2019,,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2019,,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2019,,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2019,,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2019,,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2019,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2019,Early neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2019,Early neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2019,Early neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.4
2019,Early neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2019,Early neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2019,Early neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2019,Early neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2019,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man or Channel Islands,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2019,Late neonatal,,,England and Wales,,Not born in UK,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2019,Late neonatal,,,England and Wales,,Born in EU (Non-UK),,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2019,Late neonatal,,,England and Wales,,Born in Rest of Europe (Non-EU),,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.3
2019,Late neonatal,,,England and Wales,,Born in Africa,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2019,Late neonatal,,,England and Wales,,Born in the Americas or the Caribbean,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2019,Late neonatal,,,England and Wales,,Born in Middle East or Asia,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2019,Late neonatal,,,England and Wales,,Born in Antarctica or Oceania,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,Early neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2010,Late neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,Early neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2011,Late neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2012,,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2012,Early neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2012,Late neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2013,,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Low reliability,K04000001,
2013,Early neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2013,Late neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,Early neonatal,,,England and Wales,,Other/Not stated,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
